MODULE,SOURCE_FILE,SQL_OPERATION,TABLE
Proactive CRM,spi.pbd,SELECT,client_contact
Proactive CRM,spi.pbd,SELECT,spi_test_plan
Proactive CRM,spi.pbd,SELECT,spi_versions
Proactive CRM,tamweel.pbd,SELECT,calls
Proactive CRM,tamweel.pbd,UPDATE,fail
Proactive CRM,tamweel.pbd,INSERT,fail
Proactive CRM,tamweel.pbd,INSERT,calls
Proactive CRM,tamweel.pbd,UPDATE,calls
Proactive CRM,tamweel.pbd,SELECT,customer
Proactive CRM,tamweel.pbd,SELECT,calls
Proactive CRM,tamweel.pbd,SELECT,calls
Proactive CRM,tamweel.pbd,SELECT,calls
Proactive CRM,tamweel.pbd,SELECT,customer
Proactive CRM,tamweel.pbd,SELECT,c䅄
Proactive CRM,tamweel.pbd,SELECT,customer
Proactive CRM,tamweel.pbd,SELECT,Date
Proactive CRM,tamweel.pbd,SELECT,calls
Proactive CRM,tamweel.pbd,SELECT,calls
Proactive CRM,tamweel.pbd,SELECT,calls
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,UPDATE,Da䅄
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,Date
Proactive CRM,te_data.pbd,UPDATE,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,client_call_history
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,client_call_history
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,client_call_history
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,䅄
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,UPDATE,Date
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,te_data.pbd,SELECT,customer
Proactive CRM,uk.pbd,SELECT,Date
Proactive CRM,uk.pbd,UPDATE,fail
Proactive CRM,uk.pbd,SELECT,customer
Proactive CRM,uk.pbd,SELECT,customer
Proactive General Ledger System,app_led.pbd,SELECT,zz_sys
Proactive General Ledger System,app_led.pbd,SELECT,zz_sys
Proactive General Ledger System,app_led.pbd,SELECT,zz_sys
Proactive General Ledger System,app_led.pbd,UPDATE,jrnl_son
Proactive General Ledger System,app_led.pbd,DELETE,acc_open_bal
Proactive General Ledger System,app_led.pbd,SELECT,acc_open_bal
Proactive General Ledger System,app_led.pbd,SELECT,acc_open_bal
Proactive General Ledger System,app_led.pbd,SELECT,jrnl_father
Proactive General Ledger System,app_led.pbd,UPDATE,jrnl_son
Proactive General Ledger System,app_led.pbd,UPDATE,jrnl_son
Proactive General Ledger System,app_led.pbd,UPDATE,acc_open_bal
Proactive General Ledger System,app_led.pbd,UPDATE,DBA
Proactive General Ledger System,app_led.pbd,SELECT,acc_open_bal
Proactive General Ledger System,app_led.pbd,SELECT,jrnl_son
Proactive General Ledger System,app_led.pbd,UPDATE,jrnl_son
Proactive General Ledger System,app_led.pbd,UPDATE,zz_sys
Proactive General Ledger System,app_led.pbd,UPDATE,usr
Proactive General Ledger System,app_led.pbd,UPDATE,doe_header
Proactive General Ledger System,app_led.pbd,SELECT,account
Proactive General Ledger System,app_led.pbd,SELECT,account
Proactive General Ledger System,app_led.pbd,SELECT,cost
Proactive General Ledger System,app_led.pbd,SELECT,cost
Proactive General Ledger System,app_led.pbd,SELECT,zz_sys
Proactive General Ledger System,app_led.pbd,SELECT,ledger
Proactive General Ledger System,app_led.pbd,SELECT,ledger
Proactive General Ledger System,app_led.pbd,SELECT,ledger
Proactive General Ledger System,app_led.pbd,SELECT,ledger
Proactive General Ledger System,app_led.pbd,DELETE,cost
Proactive General Ledger System,app_led.pbd,SELECT,acc_open_bal
Proactive General Ledger System,app_led.pbd,SELECT,jrnl_son
Proactive General Ledger System,app_led.pbd,SELECT,jrnl_son
Proactive General Ledger System,app_led.pbd,DELETE,jrnl_son
Proactive General Ledger System,app_led.pbd,DELETE,jrnl_father
Proactive General Ledger System,app_led.pbd,DELETE,Ledger
Proactive General Ledger System,app_led.pbd,UPDATE,jrnl_son
Proactive General Ledger System,app_led.pbd,SELECT,jrnl_son
Proactive General Ledger System,app_led.pbd,SELECT,jrnl_son
Proactive General Ledger System,app_led.pbd,SELECT,jrnl_son
Proactive General Ledger System,app_led.pbd,SELECT,account
Proactive General Ledger System,app_led.pbd,SELECT,ledger
Proactive General Ledger System,app_led.pbd,SELECT,ledger
Proactive General Ledger System,app_led.pbd,SELECT,account
Proactive General Ledger System,app_led.pbd,SELECT,ledger
Proactive General Ledger System,app_led.pbd,SELECT,ledger
Proactive General Ledger System,app_led.pbd,SELECT,ledger
Proactive General Ledger System,app_led.pbd,SELECT,ledger
Proactive General Ledger System,app_led.pbd,SELECT,ledger
Proactive General Ledger System,app_led.pbd,SELECT,ledger
Proactive General Ledger System,app_led.pbd,SELECT,ledger
Proactive General Ledger System,app_led.pbd,SELECT,ledger
Proactive General Ledger System,app_led.pbd,SELECT,ledger
Proactive General Ledger System,app_led.pbd,SELECT,ledger
Proactive General Ledger System,app_led.pbd,SELECT,ledger
Proactive General Ledger System,app_led.pbd,SELECT,ledger
Proactive General Ledger System,app_led.pbd,SELECT,Ledger
Proactive General Ledger System,app_led.pbd,SELECT,Ledger
Proactive General Ledger System,app_led.pbd,SELECT,account
Proactive General Ledger System,app_led.pbd,SELECT,account
Proactive General Ledger System,app_led.pbd,SELECT,account
Proactive General Ledger System,app_led.pbd,SELECT,recurring_entry_history
Proactive General Ledger System,app_led.pbd,SELECT,account
Proactive General Ledger System,app_led.pbd,SELECT,account
Proactive General Ledger System,app_led.pbd,SELECT,cost
Proactive General Ledger System,app_led.pbd,SELECT,account
Proactive General Ledger System,app_led.pbd,SELECT,cost
Proactive General Ledger System,app_led.pbd,SELECT,cost
Proactive General Ledger System,app_led.pbd,SELECT,cost
Proactive General Ledger System,app_led.pbd,SELECT,account
Proactive General Ledger System,app_led.pbd,SELECT,account
Proactive General Ledger System,app_led.pbd,SELECT,account
Proactive General Ledger System,app_led.pbd,SELECT,account
Proactive General Ledger System,app_led.pbd,SELECT,account
Proactive General Ledger System,app_led.pbd,SELECT,account
Proactive General Ledger System,app_led.pbd,SELECT,cost
Proactive General Ledger System,app_led.pbd,SELECT,cost
Proactive General Ledger System,app_led.pbd,SELECT,jrnl_son
Proactive General Ledger System,app_led.pbd,SELECT,jrnl_son
Proactive General Ledger System,app_led.pbd,SELECT,account
Proactive General Ledger System,app_led.pbd,SELECT,Acc
Proactive General Ledger System,app_led.pbd,SELECT,cur
Proactive General Ledger System,app_led.pbd,SELECT,account
Proactive General Ledger System,app_led.pbd,SELECT,account
Proactive General Ledger System,app_led.pbd,SELECT,cost
Proactive General Ledger System,app_led.pbd,SELECT,cost
Proactive General Ledger System,app_led.pbd,SELECT,cost
Proactive General Ledger System,app_led.pbd,SELECT,account
Proactive General Ledger System,app_led.pbd,SELECT,account
Proactive General Ledger System,app_led.pbd,SELECT,account
Proactive General Ledger System,app_led.pbd,SELECT,account
Proactive General Ledger System,app_led.pbd,SELECT,zz_sys
Proactive General Ledger System,app_led.pbd,SELECT,Ledger
Proactive General Ledger System,app_led.pbd,SELECT,recurring_entry_headr
Proactive General Ledger System,app_led.pbd,SELECT,account
Proactive General Ledger System,app_led.pbd,SELECT,account
Proactive General Ledger System,app_led.pbd,SELECT,cost
Proactive General Ledger System,app_led.pbd,SELECT,cost
Proactive General Ledger System,app_led.pbd,SELECT,zz_sys
Proactive General Ledger System,app_led.pbd,SELECT,zz_sys
Proactive General Ledger System,app_led.pbd,DELETE,cur
Proactive General Ledger System,app_led2.pbd,DELETE,zz_sys
Proactive General Ledger System,app_led2.pbd,DELETE,jrnl_son
Proactive General Ledger System,app_led2.pbd,DELETE,jrnl_f䅄
Proactive General Ledger System,app_led2.pbd,DELETE,Ex䅄
Proactive General Ledger System,app_led2.pbd,DELETE,acc_open_bal
Proactive General Ledger System,app_led2.pbd,SELECT,acc_open_bal
Proactive General Ledger System,app_led2.pbd,SELECT,acc_open_bal
Proactive General Ledger System,app_led2.pbd,SELECT,acc_open_bal
Proactive General Ledger System,app_led2.pbd,SELECT,acc_open_bal
Proactive General Ledger System,app_led2.pbd,SELECT,acc_open_bal
Proactive General Ledger System,app_led2.pbd,SELECT,acc_open_bal
Proactive General Ledger System,app_led2.pbd,SELECT,acc_open_bal
Proactive General Ledger System,app_led2.pbd,SELECT,acc_open_bal
Proactive General Ledger System,app_led2.pbd,SELECT,jrnl_son
Proactive General Ledger System,app_led2.pbd,SELECT,j䅄
Proactive General Ledger System,app_led2.pbd,SELECT,acc_open_bal
Proactive General Ledger System,app_led2.pbd,SELECT,jrnl_son
Proactive General Ledger System,app_led2.pbd,SELECT,jrn䅄
Proactive General Ledger System,app_led2.pbd,SELECT,account
Proactive General Ledger System,app_led2.pbd,SELECT,account
Proactive General Ledger System,app_led2.pbd,SELECT,cur
Proactive General Ledger System,app_led2.pbd,SELECT,account
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,zz_sys
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,zz_sys
Proactive General Ledger System,bal_rep.pbd,SELECT,cost
Proactive General Ledger System,bal_rep.pbd,DELETE,ret
Proactive General Ledger System,bal_rep.pbd,INSERT,ret
Proactive General Ledger System,bal_rep.pbd,SELECT,account
Proactive General Ledger System,bal_rep.pbd,SELECT,ret
Proactive General Ledger System,bal_rep.pbd,UPDATE,jrnl_son
Proactive General Ledger System,bal_rep.pbd,SELECT,jrnl_son
Proactive General Ledger System,bal_rep.pbd,SELECT,jrnl_son
Proactive General Ledger System,bal_rep.pbd,SELECT,account
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,zz_sys
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,zz_sys
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,zz_sys
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,zz_sys
Proactive General Ledger System,bal_rep.pbd,SELECT,cost
Proactive General Ledger System,bal_rep.pbd,SELECT,account
Proactive General Ledger System,bal_rep.pbd,SELECT,jrnl_son
Proactive General Ledger System,bal_rep.pbd,SELECT,jrnl_son
Proactive General Ledger System,bal_rep.pbd,SELECT,jrnl_son
Proactive General Ledger System,bal_rep.pbd,SELECT,jrnl_son
Proactive General Ledger System,bal_rep.pbd,SELECT,account
Proactive General Ledger System,bal_rep.pbd,UPDATE,ret
Proactive General Ledger System,bal_rep.pbd,SELECT,cost
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,DELETE,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,zz_sys
Proactive General Ledger System,bal_rep.pbd,UPDATE,ledger
Proactive General Ledger System,bal_rep.pbd,UPDATE,ledger
Proactive General Ledger System,bal_rep.pbd,DELETE,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,account
Proactive General Ledger System,bal_rep.pbd,SELECT,account
Proactive General Ledger System,bal_rep.pbd,SELECT,cost
Proactive General Ledger System,bal_rep.pbd,SELECT,jrnl_son
Proactive General Ledger System,bal_rep.pbd,SELECT,jrnl_son
Proactive General Ledger System,bal_rep.pbd,SELECT,jrnl_son
Proactive General Ledger System,bal_rep.pbd,SELECT,jrnl_son
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Led䅄
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,䅄
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,le䅄
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Led䅄
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,l䅄
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,le䅄
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,dba
Proactive General Ledger System,bal_rep.pbd,SELECT,dba
Proactive General Ledger System,bal_rep.pbd,SELECT,dba
Proactive General Ledger System,bal_rep.pbd,SELECT,dba
Proactive General Ledger System,bal_rep.pbd,SELECT,dba
Proactive General Ledger System,bal_rep.pbd,SELECT,dba
Proactive General Ledger System,bal_rep.pbd,SELECT,dba
Proactive General Ledger System,bal_rep.pbd,SELECT,dba
Proactive General Ledger System,bal_rep.pbd,SELECT,dba
Proactive General Ledger System,bal_rep.pbd,SELECT,dba
Proactive General Ledger System,bal_rep.pbd,SELECT,dba
Proactive General Ledger System,bal_rep.pbd,SELECT,dba
Proactive General Ledger System,bal_rep.pbd,SELECT,dba
Proactive General Ledger System,bal_rep.pbd,SELECT,dba
Proactive General Ledger System,bal_rep.pbd,SELECT,dba
Proactive General Ledger System,bal_rep.pbd,SELECT,cr_report
Proactive General Ledger System,bal_rep.pbd,SELECT,dba
Proactive General Ledger System,bal_rep.pbd,SELECT,dba
Proactive General Ledger System,bal_rep.pbd,SELECT,dba
Proactive General Ledger System,bal_rep.pbd,SELECT,dba
Proactive General Ledger System,bal_rep.pbd,SELECT,dba
Proactive General Ledger System,bal_rep.pbd,SELECT,dba
Proactive General Ledger System,bal_rep.pbd,SELECT,dba
Proactive General Ledger System,bal_rep.pbd,SELECT,dba
Proactive General Ledger System,bal_rep.pbd,SELECT,dba
Proactive General Ledger System,bal_rep.pbd,SELECT,dba
Proactive General Ledger System,bal_rep.pbd,SELECT,dba
Proactive General Ledger System,bal_rep.pbd,SELECT,dba
Proactive General Ledger System,bal_rep.pbd,SELECT,dba
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,Ledger
Proactive General Ledger System,bal_rep.pbd,SELECT,ledger
